name,price,status,shipping,free_returns,items_sold
2021-22 PANINI PRIZM Basketball NBA COMPLETE YOUR SET Vets Base #1-330 -You Pick,99,,0,False,
2018-19 Panini Prizm Dominance LeBron James #29,196,,499,False,
2018 JOSH ALLEN ROOKIE #17 ROOKIE GEMS ACEO BUFFALO BILLS GEM MINT  RC,599,,3,False,
2012-13 Prestige Lebron James LeBron James #79,192,,499,False,
"2021-22 PANINI CONTENDERS BASKETBALL - RC'S, INSERTS, BASE - U PICK",100,Pre-Owned,100,False,
2012-13 Panini Threads High Flyers Lebron James LeBron James #2,353,,499,False,
Lebron James Cleveland Cavaliers 149 NBA Sports Illustrated for Kids SI For Kids,499,,100,False,
New Listing2003-04 Upper Deck LeBron James Rookie Top Prospects After School UD AS-1,3599,Pre-Owned,475,False,
New Listing🔥 2020 PANINI PRIZM LEBRON JAMES PINK ICE KOBE BRYANT DUNK TRIBUTE PSA 9 MINT. ,29500,,395,False,
New Listing2020-21 Panini Orange Ice Prizm #1 LeBron James Lakers Kobe Tribute PSA 9 MINT,32500,,395,False,
2020-21 Panini Prizm Basketball Base #14 Paul George,135,Pre-Owned,0,False,
2020-21 Panini Flux Basketball Silver Prizm Parallels - Choose your card!,118,Pre-Owned,0,False,
2021-22 Prizm Basketball INSERTS with Rookies Silver and Green Prizms You Pick,99,Pre-Owned,0,False,
"2021-22 Donruss Optic Inserts + Parallels -You Pick- **Buy More, Save More**",159,Pre-Owned,0,False,
NBA Basketball Mystery Packs! 2 Auto Or Jersey Patch Per Pack!,1600,Pre-Owned,300,False,
2021-22 Panini NBA Hoops Retail Insert Pure Slam Skyview Arriving Now You Pick!,150,Pre-Owned,0,True,
LEBRON JAMES 2002 Rookie Review High School Rookie Card RC GEM MINT 10,4000,Pre-Owned,0,False,
2021-22 Panini Donruss NBA Basketball 1-250 + Base & Rated Rookies - You Pick!,99,,0,True,
2022 Upper Deck National Convention VIP LeBron James #VIP-5,629,,499,False,
"""RARE"" LEBRON JAMES 2012 SPORTS ILLUSTRATED SI KIDS BASKETBALL CARD #149! HEAT!",495,,199,False,
2020-21 Panini Select NBA Basketball Hobby Trading Card Pick From List 1-150,99,,499,False,
